Customer_ID,First_Name,Surname,Street_Address,Age,Gender,Location,Tenure_Months,Activation_Date,Plan_Type,Contract_Duration_Months,Data_Usage_GB,Call_Minutes,SMS_Count,Payment_History_12mo,Outstanding_Balance,Monthly_Bill,Num_Complaints,Support_Tickets,Payment_Delays,Churn,Customer Phone Number
C0946,John,Dube,53 Second St,29,Male,Harare,56,16/8/2021,Prepaid,0,4.97,230.8,273,11,12.45,11.28,0,0,1,0,713207156
C0947,Grace,Johnson,160 Churchill Rd,57,Male,Gweru,33,26/6/2023,Prepaid,0,5.27,915.7,277,12,91.49,17.67,0,0,0,0,719564881
C0948,Jane,Smith,124 Second St,36,Male,Mutare,54,31/7/2022,Prepaid,0,5.67,616.3,82,12,14.03,7.12,2,0,1,0,713639305
C0949,Robert,Johnson,42 Samora Machel St,64,Male,Bulawayo,1,17/1/2024,Prepaid,0,4.47,246.3,57,11,53.76,17.57,3,0,1,1,717359825
C0950,Grace,Johnson,47 First Ave,18,Female,Harare,18,11/11/2024,Prepaid,0,6.1,690.7,52,8,59.31,6.9,2,1,1,0,711626240
C0951,Grace,Dube,159 Main Rd,20,Female,Gweru,32,17/12/2020,Prepaid,0,9.2,596.8,0,9,54.35,6.9,1,0,0,0,712858465
C0952,Susan,Williams,190 Second St,44,Female,Harare,47,2/2/2024,Prepaid,0,3.69,501.6,215,8,9.91,19.56,0,0,1,0,719640777
C0953,Peter,Johnson,184 Samora Machel St,35,Female,Harare,49,15/3/2023,Postpaid,18,37.66,976.2,316,9,31.88,52.69,2,1,1,0,711194195
C0954,Susan,Moyo,11 Main Rd,67,Female,Bulawayo,11,22/10/2021,Prepaid,0,8.96,683.5,227,10,5.13,24.55,1,0,0,0,717374761
C0955,Alice,Smith,154 Churchill Rd,47,Male,Gweru,21,29/9/2020,Prepaid,0,4.61,375.4,472,12,39.57,5.75,1,1,1,0,715642976
C0956,Grace,Williams,155 Kwame Nkrumah Ave,19,Female,Harare,26,8/4/2020,Postpaid,8,24.96,800.1,483,11,18.86,61.16,1,0,0,0,716858670
C0957,Grace,Sibanda,83 Samora Machel St,22,Female,Bulawayo,25,7/9/2020,Postpaid,23,32.1,884.6,253,10,56.16,37.92,1,0,1,0,711416203
C0958,Robert,Nyathi,185 Samora Machel St,46,Female,Mutare,22,22/5/2021,Postpaid,15,31.61,125.2,158,9,69.28,54.6,0,1,0,0,711033309
C0959,Michael,Williams,109 First Ave,50,Female,Bulawayo,59,9/2/2025,Postpaid,10,41.3,200.6,286,8,53.21,99.88,0,1,0,0,714696154
C0960,Alice,Sibanda,27 Second St,59,Male,Masvingo,27,31/5/2024,Prepaid,0,4.82,216.2,65,11,43.42,22.78,0,0,2,0,714212506
C0961,Michael,Brown,187 High St,37,Male,Bulawayo,49,7/8/2021,Prepaid,0,9.96,691.2,402,12,38.73,5.97,0,0,2,0,713339689
C0962,Grace,Johnson,62 Churchill Rd,47,Male,Bulawayo,13,10/11/2022,Prepaid,0,0.69,603.0,308,10,84.17,16.27,0,2,1,1,714338344
C0963,Jane,Williams,148 Churchill Rd,59,Male,Bulawayo,33,31/5/2023,Prepaid,0,0.13,619.0,459,12,21.94,17.96,1,1,0,0,713607281
C0964,Michael,Smith,131 Main Rd,22,Female,Harare,34,19/1/2023,Prepaid,0,6.44,940.8,457,9,73.42,9.19,1,1,2,0,717880671
C0965,Alice,Moyo,144 Kwame Nkrumah Ave,67,Female,Gweru,41,8/10/2020,Prepaid,0,3.05,775.9,94,12,75.75,7.9,2,0,0,1,715663343
C0966,Grace,Sibanda,103 Main Rd,38,Male,Bulawayo,35,8/8/2024,Prepaid,0,2.48,127.9,492,8,41.92,23.09,2,0,0,0,712210629
C0967,Michael,Chirwa,44 Kwame Nkrumah Ave,32,Male,Bulawayo,1,7/8/2023,Postpaid,11,19.04,347.5,252,10,29.73,97.82,1,2,0,0,717806566
C0968,Grace,Brown,93 First Ave,37,Female,Masvingo,21,21/3/2021,Postpaid,13,16.52,435.4,149,10,47.05,99.43,1,0,0,1,712062017
C0969,Alice,Johnson,30 Main Rd,25,Female,Masvingo,48,10/7/2021,Prepaid,0,0.4,396.0,22,8,9.32,20.8,0,1,0,1,716363344
C0970,Peter,Nyathi,168 First Ave,66,Male,Mutare,55,14/11/2024,Postpaid,12,48.72,669.3,243,12,4.59,76.45,1,0,0,0,716246542
C0971,John,Johnson,119 Samora Machel St,48,Male,Mutare,6,15/11/2023,Prepaid,0,2.29,891.9,214,8,11.16,11.91,1,0,0,0,715511373
C0972,Peter,Moyo,193 Churchill Rd,29,Male,Masvingo,28,1/8/2020,Postpaid,23,38.03,306.1,398,11,18.71,42.0,2,1,1,0,714859763
C0973,Jane,Chirwa,29 Kwame Nkrumah Ave,38,Male,Gweru,17,23/1/2023,Prepaid,0,7.65,551.9,409,8,50.42,6.58,1,0,0,0,717464417
C0974,Grace,Sibanda,30 Second St,47,Female,Mutare,5,24/11/2024,Postpaid,19,46.82,789.4,130,12,84.91,78.53,1,0,0,0,714622382
C0975,Peter,Smith,104 Churchill Rd,44,Female,Gweru,31,4/6/2022,Prepaid,0,0.4,416.2,342,8,23.56,20.69,0,2,0,0,712173262
C0976,Emily,Chirwa,110 Second St,61,Female,Masvingo,5,4/12/2024,Prepaid,0,8.73,168.1,147,9,93.52,21.53,2,0,0,1,711909199
C0977,Peter,Smith,32 First Ave,43,Male,Mutare,38,16/5/2020,Prepaid,0,5.32,475.0,380,8,95.49,23.28,0,2,0,0,711928259
C0978,Peter,Dube,138 First Ave,50,Female,Bulawayo,3,4/1/2021,Prepaid,0,6.36,55.2,108,8,95.89,22.6,1,1,1,0,711978752
C0979,John,Moyo,51 Churchill Rd,43,Female,Masvingo,53,7/12/2021,Prepaid,0,6.48,942.4,39,12,83.76,24.99,0,1,2,0,714937497
C0980,Peter,Chirwa,136 Kwame Nkrumah Ave,43,Male,Mutare,23,30/4/2023,Prepaid,0,8.22,74.8,120,11,36.38,9.88,1,1,0,0,713428937
C0981,Emily,Nyathi,179 Churchill Rd,53,Male,Gweru,37,11/1/2022,Prepaid,0,3.4,438.5,294,11,7.27,20.27,1,0,1,0,715919206
C0982,Peter,Williams,36 Samora Machel St,57,Male,Gweru,53,30/7/2020,Prepaid,0,7.36,529.9,119,12,56.88,16.73,2,1,0,0,717172494
C0983,Robert,Smith,55 Samora Machel St,18,Male,Mutare,37,16/1/2023,Prepaid,0,5.33,985.3,455,12,55.87,10.22,1,0,1,0,713946013
C0984,Michael,Johnson,163 Kwame Nkrumah Ave,32,Male,Gweru,10,13/4/2023,Postpaid,20,40.7,166.0,17,12,85.0,98.73,2,1,0,0,718441986
C0985,Susan,Johnson,36 Churchill Rd,67,Male,Mutare,10,9/7/2021,Prepaid,0,9.91,114.4,168,9,99.6,22.96,1,0,0,1,712277575
C0986,Alice,Brown,56 Second St,18,Female,Mutare,19,2/3/2021,Prepaid,0,2.09,8.7,197,10,50.82,7.57,1,1,0,0,712104081
C0987,Robert,Smith,36 Main Rd,28,Female,Gweru,17,22/7/2020,Prepaid,0,9.95,155.6,410,8,34.52,5.52,0,0,0,1,713932635
C0988,Grace,Chirwa,89 High St,19,Female,Harare,21,21/12/2022,Postpaid,15,9.04,207.3,483,12,18.59,78.18,1,0,0,0,714902552
C0989,Emily,Smith,189 Churchill Rd,18,Female,Bulawayo,14,2/6/2021,Prepaid,0,0.12,630.6,142,12,0.48,17.08,1,0,3,0,716648064
C0990,Emily,Sibanda,62 Second St,48,Female,Masvingo,9,25/11/2020,Postpaid,17,6.99,219.7,36,12,50.91,95.51,1,0,2,0,716588216
C0991,Grace,Dube,109 High St,61,Female,Bulawayo,46,17/7/2023,Postpaid,12,20.38,20.5,185,11,55.55,46.38,0,0,0,0,717390197
C0992,John,Dube,87 Churchill Rd,33,Male,Masvingo,1,20/4/2023,Prepaid,0,6.37,826.6,260,12,82.49,6.69,3,0,0,0,717116032
C0993,Grace,Johnson,153 High St,39,Male,Masvingo,51,4/5/2020,Prepaid,0,0.78,365.6,230,8,50.46,10.18,0,0,0,0,712303487
C0994,Alice,Brown,64 Churchill Rd,59,Male,Bulawayo,45,31/8/2023,Postpaid,12,5.25,353.7,253,12,91.65,31.32,2,0,0,0,711706536
C0995,Peter,Dube,188 First Ave,35,Female,Mutare,13,21/11/2021,Postpaid,16,47.17,302.5,328,8,62.81,32.51,5,1,1,0,711454823
C0996,Emily,Smith,57 Churchill Rd,64,Female,Gweru,4,17/12/2023,Prepaid,0,8.24,975.4,390,9,84.03,23.3,0,1,0,0,711291391
C0997,Michael,Jones,113 First Ave,34,Male,Harare,1,26/8/2020,Prepaid,0,8.11,170.1,296,10,14.83,12.04,1,1,0,0,715534982
C0998,Emily,Williams,70 Main Rd,47,Male,Harare,49,22/2/2022,Postpaid,18,44.8,898.2,467,11,85.53,58.76,1,0,0,0,717439751
C0999,Susan,Williams,180 Main Rd,27,Male,Harare,40,9/10/2024,Prepaid,0,7.03,776.8,9,8,67.51,5.37,1,0,0,0,717592854
C1000,David,Brown,184 Samora Machel St,52,Male,Bulawayo,32,14/8/2024,Postpaid,20,9.7,76.5,445,9,17.02,48.94,0,0,0,0,719708989
C1001,Kristopher,Todd,7743 Hernandez Cape Apt. 964,56,Male,Masvingo,15,7/1/2021,Prepaid,7,0.0,606.9,466,10,0.0,17.8,2,1,0,1,795652971
C1002,Julie,Williams,5241 John Fields Apt. 676,47,Male,Bulawayo,60,7/11/2023,Prepaid,0,14.94,0.0,235,8,73.42,0.0,1,3,3,1,770221198
C1003,Andrew,Hernandez,1433 Darlene Falls,64,Male,Gweru,44,29/5/2023,Prepaid,19,4.89,547.8,306,12,40.88,29.98,0,3,1,1,778574553
C1004,Jose,Young,38887 Nichole Station Suite 023,70,Male,Mutare,28,8/1/2021,Prepaid,6,26.29,622.4,34,8,73.59,0.0,1,1,1,0,732335235
C1005,Mason,Medina,0433 Dennis Locks,46,Female,Bulawayo,26,17/9/2024,Postpaid,1,20.78,467.5,350,11,46.09,22.84,4,1,2,1,765848857
C1006,Alexandra,Baker,81338 Mccullough Inlet Apt. 414,42,Male,Mutare,60,5/4/2022,Prepaid,8,1.07,370.3,344,8,29.63,46.85,2,2,0,0,748334882
C1007,Audrey,Reynolds,26757 Jackson Trail,50,Female,Masvingo,42,3/11/2023,Prepaid,8,0.39,484.4,406,12,73.3,66.43,2,2,0,0,722722094
C1008,Suzanne,Elliott,057 Romero Fort,31,Female,Harare,5,25/8/2021,Postpaid,22,11.39,961.1,392,9,52.03,22.9,3,0,3,0,771553124
C1009,Amber,Cortez,9829 Parks Underpass,40,Female,Masvingo,15,30/11/2024,Prepaid,3,13.58,689.2,242,11,76.32,39.41,3,3,3,0,745563453
C1010,Billy,Simpson,64893 Dana Canyon Suite 617,28,Male,Bulawayo,55,4/5/2023,Postpaid,24,2.87,423.1,376,10,86.82,23.08,0,2,2,0,722195226
C1011,Brent,Rodriguez,630 Greg Motorway,26,Male,Masvingo,33,12/12/2021,Prepaid,9,17.64,469.1,373,8,30.05,26.91,1,3,3,0,794302960
C1012,Johnathan,Bennett,80945 Cynthia Isle,54,Female,Harare,59,3/10/2021,Prepaid,1,3.42,517.4,484,8,91.51,58.79,4,3,1,1,778227907
C1013,Maria,Ross,7387 Braun Station Suite 331,28,Male,Gweru,17,3/1/2024,Prepaid,5,29.78,117.7,197,10,64.5,45.06,0,3,2,0,750910172
C1014,Jose,Martinez,43813 Wilson Tunnel,20,Male,Mutare,59,28/12/2021,Postpaid,18,23.19,688.4,147,11,45.27,46.99,1,3,0,0,780721464
C1015,Lacey,Santana,799 Williams Bridge Suite 517,42,Male,Bulawayo,35,2/12/2023,Prepaid,15,14.76,887.9,59,8,39.97,25.35,3,0,0,1,715184502
C1016,Alejandro,Rogers,52673 Adrienne Hill Apt. 465,26,Female,Gweru,19,18/8/2023,Postpaid,15,19.74,862.3,74,8,58.07,11.98,4,1,3,0,782429249
C1017,Sherry,Ponce,34948 Black Parkways Apt. 893,52,Male,Masvingo,41,11/5/2020,Postpaid,0,11.79,407.3,303,11,88.86,11.45,2,0,3,0,747856186
C1018,Timothy,Rodriguez,5241 Kevin Hill Suite 720,68,Male,Masvingo,51,19/11/2020,Postpaid,7,27.31,669.2,285,8,41.72,102.3,4,3,0,0,750820227
C1019,Angelica,Williams,4364 Jerry Course,52,Male,Harare,17,21/11/2020,Postpaid,13,8.99,719.3,232,12,45.84,50.23,4,2,2,1,765174259
C1020,Paul,Barnes,748 Colon Brooks,38,Male,Harare,3,2/7/2024,Postpaid,17,20.92,542.6,57,10,23.57,34.81,5,2,1,0,770303849
C1021,Joseph,Murray,923 Ashley Forge,19,Male,Harare,40,2/11/2021,Prepaid,8,0.0,909.2,476,9,64.58,44.27,0,3,0,0,732268806
C1022,Angela,Salazar,8625 Boyer Ways Apt. 757,53,Female,Mutare,1,28/12/2024,Postpaid,13,14.82,566.4,470,11,3.73,83.37,5,2,0,0,766224957
C1023,Jeffrey,Sanchez,347 Short Mall,39,Male,Bulawayo,22,30/10/2023,Prepaid,19,0.0,637.4,263,12,84.97,26.79,3,1,2,0,767351079
C1024,Douglas,Hamilton,2864 Linda Plaza Suite 209,69,Male,Masvingo,50,10/7/2024,Postpaid,9,25.24,337.6,318,10,26.24,27.75,4,1,0,0,746396424
C1025,Olivia,Floyd,98311 Joshua Terrace,29,Female,Harare,58,18/7/2021,Postpaid,0,0.0,418.7,117,8,12.51,54.9,4,2,3,0,787183765
C1026,Briana,Hernandez,7681 Kathy Street,46,Female,Gweru,12,1/4/2023,Postpaid,15,3.16,441.4,46,8,69.98,46.54,3,0,1,0,782193785
C1027,Carrie,Nguyen,819 Lee Pines,27,Male,Masvingo,36,9/11/2021,Postpaid,19,30.27,108.0,441,8,106.17,41.65,1,0,3,0,721726298
C1028,Scott,Jackson,1885 Jackson Via Apt. 411,37,Male,Mutare,50,16/8/2021,Prepaid,0,39.11,0.0,100,11,62.36,27.91,1,2,3,0,740185054
C1029,Heather,Horton,09439 Hutchinson Island,63,Male,Masvingo,51,16/5/2023,Postpaid,2,27.57,149.1,92,9,16.5,64.47,2,0,2,0,749673332
C1030,Chris,Wright,292 Amanda Courts,67,Female,Gweru,29,6/8/2022,Postpaid,3,17.58,493.9,163,9,98.68,0.0,2,0,2,0,710070640
C1031,Manuel,Haynes,3822 Murphy Trail Suite 595,56,Male,Masvingo,12,6/2/2024,Prepaid,22,22.4,747.6,360,8,39.92,116.34,0,1,0,1,770995760
C1032,Michelle,Johnson,20519 Brian Vista,53,Male,Masvingo,41,19/9/2021,Prepaid,11,16.86,480.9,222,11,105.54,58.78,4,0,2,0,779872506
C1033,Ashley,Turner,273 Robert Summit Apt. 180,38,Male,Masvingo,23,25/2/2025,Postpaid,24,35.03,631.3,238,11,75.54,43.81,0,0,1,0,767849484
C1034,Katherine,Martin,269 Julie Fords,57,Male,Harare,50,8/2/2024,Prepaid,1,26.6,380.5,326,8,0.0,58.89,3,2,2,0,785524262
C1035,Misty,Miller,545 Christopher Shores,44,Male,Bulawayo,19,16/2/2021,Prepaid,2,4.51,92.1,125,9,74.46,50.97,0,2,0,0,790558427
C1036,Adam,Lee,67728 Carla Ridge Suite 055,66,Female,Harare,38,28/1/2021,Prepaid,5,0.0,686.6,79,12,63.36,32.19,1,2,0,0,766882318
C1037,Adam,Rose,320 Matthews Brook,48,Female,Masvingo,54,14/2/2022,Postpaid,2,10.43,793.9,155,12,24.86,15.0,1,3,1,0,778452891
C1038,Michael,Thompson,2326 Mayo Street,45,Female,Harare,36,28/3/2024,Postpaid,21,33.93,91.9,239,12,45.88,47.83,4,2,0,0,717136029
C1039,Taylor,Kirk,067 Miller Wells Apt. 886,67,Female,Masvingo,5,23/5/2020,Prepaid,23,26.92,382.9,223,8,89.71,12.94,0,1,2,1,714345760
C1040,Sandra,Walker,0495 Hamilton Rapid,51,Female,Gweru,1,13/6/2021,Prepaid,15,14.64,378.6,196,12,49.63,32.0,4,0,0,0,722243026
C1041,William,Christian,137 Garrett Fields Apt. 334,34,Female,Harare,46,27/10/2021,Prepaid,18,0.7,325.5,448,8,0.0,23.71,2,2,1,1,798720437
C1042,Daniel,Brooks,3290 Simon Skyway Suite 685,61,Female,Gweru,57,20/1/2021,Prepaid,15,0.0,330.0,228,12,83.18,44.57,5,3,3,1,771580593
C1043,Deborah,Payne,804 Michael Circle Suite 104,51,Male,Gweru,51,2/5/2023,Prepaid,1,14.41,0.0,471,11,55.93,0.0,0,0,0,0,797349431
C1044,Ann,Moore,2428 James Square Apt. 410,34,Male,Harare,60,9/10/2021,Postpaid,23,13.48,379.4,449,12,60.49,0.0,2,2,2,0,723081782
C1045,Heather,Miller,6986 Cole Groves,33,Female,Gweru,54,18/12/2023,Postpaid,7,19.01,256.9,280,10,50.76,59.0,1,0,1,0,749902996
C1046,Jonathan,Briggs,32389 Emily Spur,22,Male,Mutare,42,8/6/2020,Prepaid,21,0.0,461.8,33,8,107.08,31.69,0,1,0,0,711222869
C1047,Sherry,Pierce,086 Jordan Mountains Suite 836,64,Male,Gweru,48,26/7/2021,Prepaid,16,22.73,339.9,112,10,33.93,15.62,5,1,1,0,710067661
C1048,Scott,Davis,816 Cunningham Row,41,Male,Masvingo,26,15/1/2025,Postpaid,23,16.96,293.2,406,10,20.97,32.85,1,1,2,0,757756479
C1049,Fred,Berger,8861 Larry Ridges,42,Female,Masvingo,28,25/2/2024,Postpaid,6,0.0,330.2,473,11,28.88,0.0,0,3,1,0,756523537
C1050,Adrian,West,2730 Gonzalez Walk,64,Male,Bulawayo,47,4/3/2023,Postpaid,7,0.0,462.2,424,12,90.4,0.0,1,2,3,0,786658629
C1051,Kerri,Salazar,2360 Ashley Valley Apt. 335,54,Female,Harare,53,3/9/2022,Postpaid,20,5.99,338.3,3,10,54.58,54.64,2,3,2,1,743942384
C1052,Daniel,Rivas,22937 Rebecca Parkways Apt. 670,47,Male,Gweru,57,26/6/2022,Postpaid,14,0.0,1260.2,172,11,22.81,47.56,3,0,3,0,782456281
C1053,Vincent,Bradley,618 Joshua Harbors,31,Male,Masvingo,11,13/5/2024,Prepaid,3,23.12,37.2,389,9,110.08,0.0,1,3,1,0,729931456
C1054,Mark,Gutierrez,15300 Sheena Extensions,54,Female,Harare,9,30/5/2021,Prepaid,14,0.0,289.7,93,8,62.72,47.69,1,1,0,0,713609736
C1055,Jasmine,Leblanc,972 Nicholas Plains,51,Male,Gweru,35,6/4/2020,Prepaid,7,19.25,657.7,228,11,40.14,22.37,4,2,2,0,716941245
C1056,Michael,Frazier,593 Lisa View,21,Female,Masvingo,42,12/6/2023,Prepaid,17,8.65,886.2,13,10,70.23,88.84,0,0,0,1,748187510
C1057,Timothy,Travis,9162 Alicia Trail Suite 370,19,Male,Masvingo,40,9/12/2022,Postpaid,18,0.0,923.5,66,10,23.83,20.23,4,0,3,0,755745050
C1058,Edward,Thompson,859 Christopher Courts,53,Female,Harare,33,18/3/2023,Prepaid,4,5.5,626.5,195,9,63.52,39.54,0,1,1,0,726413486
C1059,Michael,Douglas,277 Anna Estate,53,Female,Mutare,56,7/4/2024,Prepaid,7,6.38,359.1,331,12,74.97,66.41,2,3,3,0,732674714
C1060,John,Mendoza,929 Zoe Burg Suite 491,22,Male,Gweru,10,6/10/2024,Postpaid,5,6.65,103.4,345,10,57.69,1.16,5,1,0,0,741549031
C1061,Samantha,Brown,159 Stevenson Crescent,60,Male,Mutare,36,8/2/2025,Postpaid,3,27.25,707.5,286,9,31.08,17.73,3,1,2,1,790908854
C1062,Connor,Wilson,05522 Long Land Suite 557,68,Male,Masvingo,47,4/10/2024,Prepaid,20,25.54,350.6,116,9,19.81,0.0,0,1,2,1,723757649
C1063,Jessica,Washington,374 Smith Ford,44,Male,Gweru,17,26/10/2020,Postpaid,10,17.88,81.3,179,12,42.71,49.07,2,1,1,0,741299028
C1064,Kenneth,Lee,494 Joseph Spring,66,Female,Harare,20,7/2/2025,Prepaid,16,26.0,566.3,62,12,32.52,6.82,4,1,2,0,789594423
C1065,Ashley,Johnson,357 Mcknight Spur,36,Male,Masvingo,49,20/11/2022,Prepaid,15,2.74,546.5,77,10,90.19,0.0,3,0,1,0,775954738
C1066,Kelly,Rice,6749 Daisy Light,21,Female,Masvingo,55,9/11/2021,Prepaid,2,0.0,295.1,365,9,38.87,28.93,3,3,1,1,717449607
C1067,Taylor,Lucas,2219 William Village,18,Female,Gweru,24,26/9/2024,Prepaid,7,13.11,479.2,66,10,13.65,49.51,1,2,3,1,750576287
C1068,Mark,Watts,85913 Smith Squares Suite 348,63,Female,Mutare,52,26/5/2021,Prepaid,21,3.45,249.8,431,9,59.04,0.0,3,1,1,1,750473321
C1069,Karen,Mills,232 Katherine Island,19,Female,Mutare,20,4/1/2022,Prepaid,4,27.78,0.0,225,12,55.67,28.22,5,3,3,0,724072989
C1070,Deborah,King,7102 Mann Inlet Suite 285,63,Female,Harare,50,13/5/2020,Prepaid,16,15.78,30.0,236,8,31.22,19.77,2,1,3,0,776268268
C1071,Pamela,Mathews,7376 Collins Drives,51,Female,Masvingo,11,18/6/2022,Postpaid,17,29.06,552.3,40,9,108.28,49.63,1,3,2,0,774504149
C1072,David,Rodriguez,8183 Martin Stravenue,38,Female,Harare,31,29/5/2022,Postpaid,7,20.94,137.3,308,9,44.84,51.97,3,1,1,0,753470977
C1073,James,Ruiz,6503 Thompson Stream,60,Female,Gweru,53,1/11/2022,Postpaid,18,4.03,116.3,295,10,88.8,7.52,2,1,1,0,781240343
C1074,Martin,Haynes,1985 Raymond Plains Apt. 490,39,Female,Harare,58,6/8/2024,Postpaid,14,19.61,84.3,490,8,124.54,28.24,1,0,1,0,712721864
C1075,Stephanie,Valdez,769 Maldonado Crossing,26,Male,Harare,1,5/11/2023,Prepaid,10,0.0,1171.0,290,10,40.46,13.43,2,2,0,0,764706505
C1076,Carl,Gillespie,9489 Sarah Heights Suite 419,66,Female,Mutare,16,19/11/2024,Postpaid,18,22.29,692.2,214,12,73.93,42.84,0,1,0,0,734374842
C1077,Emily,Richards,073 Nelson Cliffs Apt. 409,43,Female,Masvingo,26,22/9/2021,Prepaid,9,0.0,1257.2,390,12,25.46,46.95,1,2,2,0,788566365
C1078,Jessica,Brennan,19956 Jones Parks Apt. 588,69,Female,Gweru,18,10/1/2024,Prepaid,9,29.08,885.1,151,10,24.39,102.87,2,0,2,0,735841846
C1079,Adrian,Thompson,173 Stewart Light Suite 192,40,Male,Harare,4,28/8/2020,Prepaid,21,25.04,93.9,15,12,9.92,46.16,2,1,1,0,748499601
C1080,Michelle,Mcmillan,908 Dustin Highway,49,Male,Gweru,59,15/11/2023,Prepaid,13,27.48,322.0,476,12,125.64,13.66,3,2,0,0,759464216
C1081,Kimberly,Nichols,57127 Griffin Stream,56,Male,Masvingo,1,5/11/2024,Postpaid,16,8.01,287.5,157,9,20.04,10.57,0,3,0,1,769488206
C1082,Michael,Douglas,763 Debbie Manor,26,Female,Harare,57,10/7/2024,Postpaid,3,24.43,455.4,301,10,46.63,32.19,3,0,2,0,787921522
C1083,Chad,Hunter,56323 Kim Dam,62,Male,Bulawayo,43,15/6/2021,Postpaid,24,3.88,358.3,258,12,91.13,15.75,5,0,3,1,734440805
C1084,Lauren,Richardson,2653 Ortega Shoals Apt. 901,30,Male,Masvingo,47,1/11/2020,Prepaid,8,0.0,266.5,122,11,31.75,29.95,1,3,1,1,794212996
C1085,Daniel,Newton,0966 Jordan Shoals Apt. 777,28,Female,Bulawayo,24,25/12/2022,Postpaid,14,12.43,336.9,36,11,50.75,57.86,2,1,2,0,763811239
C1086,Cristian,Martinez,1225 David Mountains,44,Female,Masvingo,33,3/7/2021,Postpaid,23,19.4,831.5,352,10,61.37,49.57,2,0,0,1,761900771
C1087,Beth,Nelson,851 Stanton Coves,44,Male,Mutare,7,9/1/2021,Prepaid,10,11.32,674.4,30,9,38.62,8.84,5,2,2,0,794328141
C1088,Kimberly,Mason,769 Lance Passage,30,Female,Mutare,39,26/2/2025,Postpaid,12,14.29,529.5,16,9,68.4,87.65,2,3,1,0,789146438
C1089,Jody,Bernard,1032 Eugene Court Suite 066,27,Female,Bulawayo,28,24/12/2022,Postpaid,14,14.09,632.4,241,11,80.96,3.77,5,0,1,0,762374647
C1090,James,Andrews,623 Calderon Harbor,35,Male,Masvingo,12,8/5/2022,Postpaid,2,0.0,909.5,28,10,36.31,60.39,2,2,1,0,721546081
C1091,David,White,7725 Barton Shoals Suite 753,63,Male,Masvingo,4,20/7/2023,Prepaid,2,0.0,465.7,374,12,19.54,49.39,1,2,1,0,737209162
C1092,Amy,Cross,52463 Mark Cape,44,Female,Harare,44,27/11/2023,Postpaid,20,0.0,355.2,57,11,77.1,53.38,2,3,0,0,711074961
C1093,Marcus,Hancock,08877 Gonzalez Mountain Apt. 383,32,Male,Gweru,8,21/7/2023,Postpaid,13,9.82,178.9,49,11,64.54,24.01,1,2,3,0,764856856
C1094,Jessica,Huerta,83173 Courtney Circles Apt. 979,47,Male,Harare,44,3/4/2021,Postpaid,3,0.0,606.2,443,12,74.13,13.6,2,3,0,0,752721553
C1095,Antonio,Bruce,627 Wright Springs,47,Male,Bulawayo,46,30/1/2023,Prepaid,5,24.93,205.3,288,11,21.13,29.51,0,3,0,0,788888398
C1096,Melissa,Smith,6612 Cox Island Apt. 022,33,Male,Mutare,20,5/3/2025,Prepaid,9,12.65,294.4,232,12,8.86,1.64,5,2,1,0,793050481
C1097,Alexander,Harris,370 Washington Harbor Suite 741,32,Male,Bulawayo,55,15/7/2023,Postpaid,16,14.54,766.6,72,8,69.95,41.11,1,3,1,0,789491182
C1098,Katherine,Stone,305 Dawn Isle Apt. 188,24,Female,Mutare,16,18/11/2023,Postpaid,5,9.32,890.8,2,8,42.97,0.0,1,1,3,0,724150540
C1099,Amanda,Moore,00856 Tanya Harbors,42,Female,Gweru,58,5/2/2024,Prepaid,22,33.21,458.3,220,12,48.77,87.1,1,1,1,0,795103140
C1100,Holly,Chapman,81301 Mathew Grove Apt. 680,49,Male,Harare,59,17/7/2024,Prepaid,9,0.0,381.5,437,8,39.61,40.01,4,2,1,0,792649491
C1101,Brooke,Vazquez,225 Kathryn Drive Apt. 196,54,Male,Mutare,44,1/7/2021,Postpaid,19,51.54,615.0,434,8,98.85,18.69,3,1,2,1,776447109
C1102,Christine,Smith,42716 Lindsay Locks Suite 476,56,Male,Gweru,51,9/7/2023,Postpaid,21,0.0,75.9,17,12,31.14,41.17,3,3,1,0,790716715
C1103,Kyle,Flynn,42081 Michael Prairie,31,Male,Bulawayo,55,29/11/2020,Prepaid,4,10.48,307.0,315,12,72.1,0.0,0,3,1,0,779069690
C1104,Sharon,Williams,7173 Lynn River,42,Female,Mutare,2,27/8/2022,Prepaid,4,12.06,489.6,459,11,48.1,43.31,2,1,2,0,788981711
C1105,Leonard,Summers,205 David Isle Suite 986,27,Female,Bulawayo,12,26/9/2023,Postpaid,8,0.0,394.5,170,11,24.9,44.46,3,3,0,0,765757486
C1106,Laura,Snyder,0032 Yesenia Rue Suite 788,54,Male,Masvingo,49,19/10/2022,Prepaid,23,16.48,885.5,206,11,34.34,31.93,5,1,0,0,797818521
C1107,Jesse,Hawkins,68700 Erin Cliff,46,Female,Gweru,6,22/12/2022,Prepaid,20,33.78,735.7,275,12,107.28,25.16,5,1,0,0,785643942
C1108,Kurt,Zuniga,75261 Brittany Cliff Apt. 018,48,Male,Gweru,50,17/2/2023,Prepaid,11,0.0,542.4,125,12,28.0,44.05,4,0,2,0,736844511
C1109,Darren,Shah,4285 Roberson Square Suite 829,55,Female,Bulawayo,1,6/7/2020,Prepaid,22,13.77,620.0,113,9,77.71,38.85,0,3,2,1,718704813
